"room","idx","original","translated","comments",""
"700","13","Not now.","לא עכשיו.","",""
"700","14","You don't have that.","אין לך את זה.","",""
"700","15","You won't be doing that here.","אתה לא עושה את זה כאן.","",""
"700","16","All terrain nearby is chock-full of jagged edges and barbed protrusions. I wouldn't try that here.","כל הקרקע מסביב מלאה בקצוות משוננים ובליטות עוקצניות. לא הייתי מנסה את זה כאן.","",""
"700","17","It won't help you at this time.","הפעם זה לא יעזור לך.","",""
"700","18","You stare at the ceiling which, as usual, is overhead. You see nothing particularly unique about the structure except some kind of track running high above you. It seems to run the length of the freighter.","אתה בוהה בתקרה שהיא, כדרכה בקודש, נמצאת למעלה. אינך מזהה דבר יוצא דופן במבנה הארכיטקטוני מלבד מסילה שתלויה הרחק מעליך. נראה שהיא פרושה לכל אורך הספינה.","צ: הגהתי",""
"700","19","The floor is composed of a mosaic of overlapping welded steel plates. The menage of used metal appears to have been cut from a variety of sources.","הרצפה מורכבת מפסיפס של לוחות חופפות של פלדה מרותכת. נראה כי אוסף לוחיות המתכת נחתכו ממגוון מקורות.","צ: הגהתי",""
"700","20","They look like pieces of metal which have been welded together.","הם נראים כמו פיסות מתכת שרותכו יחדיו.","",""
"700","21","Not much about it can be learned from down here.","לא ניתן ללמוד על זה הרבה מכאן למטה.","צ: הגהתי",""
"700","22","The walls are made of metal and very strong composite materials commonly used in spacecraft.","הקירות עשויות ממתכת ומתרכובות של חומרים חזקים מאד אשר נמצאים בשימוש נרחב בתעשיית החלל.","",""
"700","23","The steep piles of scrap metal are chock-full of jagged edges and barbed protrusions.","ערימות המתכת התלולות גדושות בקצוות משוננים ובליטות עוקצניות.","",""
"700","24","You'll find nothing ground-like in this synthetic environment.","לא תמצא דבר דמוי קרקע בסביבה הסינתטית הזאת.","",""
"700","25","The walls and most other objects in the area seem to be randomly splattered with a zesty brew of coolants, lubricants, propellants, and other types of spaceship squeezings.","הקירות ושאר העצמים מסביב מוכתמים אקראית בחליטות פיקנטיות של נוזלי קירור, חומרי סיכה, דלק סילוני, וסוגים נוספים של מיצי חלל.","",""
"700","26","All available Light is being ported into the room via a series of vents in the ceiling.","כל קרן אור זמינה הוכנסה לחדר דרך סידרת פתחי אוורור בתקרה.","צ: הגהתי",""
"700","27","Strewn about are the totally gutted carcasses of many a formerly worthy craft.","מסביב פזורים פגרים שחוטים של חלליות יוקרה בדימוס.","",""
"700","28","There are various useless plates of metal scattered about the ship. I wouldn't mess with them.","אוסף של לוחיות מתכת חסרות תועלת פזורות בחללית. לא הייתי מתעסק איתם.","",""
"700","29","A quick self-appraisal suggests that you are not horribly ugly. You guess you'd be a good catch.","הערכה עצמית מהירה מעלה כי אינך מכוער בטירוף. אתה מניח שתוכל להשיג שידוך טוב.","",""
"700","30","An inspection of yourself reveals nothing outstanding.","בדיקה עצמית לא מגלה משהו יוצא דופן.","",""
"700","31","Are you crazy? You've got adventuring to do.","אתה משוגע? יש לך הרפתקה להשלים.","",""
"700","32","That won't help you now.","זה לא יעזור לך עכשיו.","",""
"700","33","That's only helpful in Space Quest II.","זה שימושי רק ב""מסע בחלל 2"".","",""
"700","34","That won't help you.","זה לא יעזור לך.","",""
"700","35","What do you think you are, a metallic gopher?","מה אתה חושב שאתה, סנאי ממתכת?","",""
"700","36","Unless you are capable of defying artificial gravity, forget it.","כל עוד אתה לא מסוגל לקרוא תיגר על כוח משיכה מלאכותי, שכח מזה.","",""
"700","37","You are unable to scale anything here.","אתה לא יכול לטפס פה על שום דבר.","צ: הגהתי",""
"700","38","Dream on.","תמשיך לחלום.","",""
"700","39","They are too rigid and heavy for you to manipulate.","הם מדי נוקשים וכבדים מכדי שתוכל לתמרן אותם.","צ: הגהתי",""
"700","40","Sorry. They're welded in place.","מצטער. הם מרותכים למקומם.","",""
"700","41","You have no effect on the motivator.","אין לך השפעה מכל וכל על מניע השיגור.","",""
"701","0","WARNING:  Short range fighters approaching from rear.  Weapons lock-on detected.","אזהרה: מפציצים קצרי טווח מגיחים מאחור. נעילת נשק זוהתה.","",""
"701","1","With your shield depleted, the final hit shreds the side of your ship.  In the sudden vacuum, your body fluids expand beyond the capacity of your tissues.  Your desicated body will drift forever, a grim testament to your blundering stupidity.","כשמגיניך מרוקנים, הפגיעה האחרונה קורעת את צד חלליתך. בריק הפתאומי, נוזלי גופך מתרחבים מעבר לקיבולת רקמותיך. גופתך המיובשת תיסחף לעד, עדות עגומה לטפשותך האינסופית.","",""
"701","2","Having the correct shield up could have prevented this!   The final shot shreds the side of your ship.  In the sudden vacuum, your body fluids expand beyond the capacity of your tissues.  Your desicated body will drift forever, a grim testament to your blundering stupidity.","כל זה היה נמנע אם היית משתמש במגן בצורה נכונה! הירייה האחרונה קורעת את צד חלליתך. בריק הפתאומי, נוזלי גופך מתרחבים מעבר לקיבולת רקמותיך. גופתך המיובשת תיסחף לעד, עדות עגומה לטפשותך האינסופית.","",""
"702","0","You are in the cost-efficient corporate accounting department of ScumSoft, Inc. These hard-working accountants are trying to figure out where the company spends its money.","אתה נמצא במחלקת הכספים של טינופתסופט בע""מ. מנהלי החשבונות החרוצים מנסים להבין לאן נעלמו כספי החברה.","",""
"702","1","Just another section in this maze of partitions.","בסך הכל עוד אגף במבוך המחיצות.","",""
"702","2","The cabinet is locked (regardless, you wouldn't find anything useful).","הארונית נעולה (בלי כל קשר, לא תמצא שם שום דבר מועיל).","",""
"702","3","Everyone here looks related. It's like a secret society of nerds.","כולם כאן נראים קשורים. זה כמו אחווה סודית של יורמים.","",""
"702","4","Such a sight.","מחזה שכזה.","",""
"702","5","Look but don't touch.","אין לך רשות להשתמש בהם אלא לראותם בלבד.","",""
"702","6","Hardly an appropriate action for a janitor.","פעולה שאינה הולמת איש תחזוקה.","",""
"702","7","""Attention Attention: We have a very special birthday today! Our founder Mr. Pug has just turned 14; so stop by and give Elmo a big ol' hug.""","""שימו לב שימו לב: יש לנו חגיגת יום הולדת מאד מיוחדת היום! למייסדנו מר פאג מלאו 14 אביבים; אז בואו כולכם לחבק את אלמו חיבוק גדול וחם"".","",""
"702","8","""Attention everyone: Mr. Pug has just announced that Sunday will be a half-day!""","""תשומת ליבכם בבקשה: מר פאג מתכבד להודיע כי יום ראשון יהיה יום עבודה מקוצר!""","",""
