"קובץ","אינדקס","מקור","תרגום","Unnamed: 4"
"9.0","string_0","This place looks like a monument to Soviet computer hardware miniaturization. At one time, it served as a development facility for the Star Generator. But that was in the early phase of the project.","המקום הזה נראה כמו מצבת זכרון לחומרת מחשבים סובייטית ממוזערת. היו זמנים שבו הוא שימש כמרכז הפיתוח למחולל הכוכבים. אולם זה היה רק בשלבים המוקדמים של הפרויקט.",""
"9.0","string_9","A relatively nearby star blazes.","סופרנובה קרובה באופן יחסי.",""
"9.0","string_11","On the screen is some green dude you've never seen the likes of. He seems to be talking, but the audio is out in this area of the ship.","על המסך נראה איזשהו בחור ירקרק מגזע שמעולם לא נתקלת. נראה שהוא מדבר, אבל השמע לא עובד בחלק הזה של החללית.",""
"9.0","string_12","sarien","סרייאנים",""
"9.0","string_13","These guys look scary. But then, don't most other beings packing weapons?","החבר'ה האלה נראים מפחידים. אבל מצד שני, כל שאר הגזעים לא אוגרים נשק?",""
"9.0","string_17","The architects must have been low on oxygen when they came up with the design scheme for this compartment. It's a giant tribute to an ancient, but still functional, control device.","לאדריכלים כנראה נגמר החמצן כשהם הגיעו לתכנון השפה העיצובית במחלקה הזו. יש בו קריצה ענקית לעולם העתיק, ויחד עם זאת המון פונקצליות ובקרה.",""
"9.0","string_19","Here, we have a nice chunk of floor space dedicated to a cursor control device named after an annoying rodent. What were they thinking?","כאן, יש לנו נתח מכובד של משטח קרקעי המוקדש למתקן בקרת סמן הקרוי על שם מכרסם מטריד. מה הם חשבו לעצמם?",""
"9.0","string_21","The view screens offer a glimpse of the surroundings from outboard cameras. They came in handy during the testing phase of the Star Generator.","מסכי התצוגה מזרימים מידע על הסביבה ממצלמות אבטחה חיצוניות. הם הביאו תועלת בשלב ההרצה של מחולל הכוכבים.",""
"9.0","string_23","Big, phony wiring from the giant control devices attempts to complete the decorative effect.","כבלים מזויפים, עבים ממכשירי בקרה ענקיים מנסים להשלים את האפקט הדקורטיבי.",""
"9.0","string_25","This keyboard was used in the development of the Star Generator. It has since been placed here to be out of the way. It has no function.","מקלדת זו שימשה בפיתוח מחולל הכוכבים. ככה זה מאז שהיא הונחה כאן כדי שלא תפריע. אין לה שום תפקיד.",""
"927.0","string_0","isBlockedPoly?","",""
"928.0","string_1","fastCast","",""
"932.0","string_0","","",""
"990.0","string_0","Restore","טעינה",""
"990.0","string_1","  Save  ","__שמירה__",""
"990.0","string_2","Replace","החלפה",""
"990.0","string_3","Select the game that you would like to restore.","בחר את השמירה שברצונך לטעון.",""
"990.0","string_4","Type the description of this saved game.","הקלד תיאור למשחק השמור.",""
"990.0","string_5","This directory/disk can hold no more saved games. You must replace one of your saved games or use Change Directory to save on a different directory/disk.","התיקייה/דיסקט אינם יכולים להכיל עוד שמירות. נא החלף את אחת מהשמירות או בחר שינוי תיקייה כדי לשמור בתיקייה/דיסקט אחר.",""
"990.0","string_6","Are you sure you want to\ndelete this saved game?","יש אישור למחיקת שמירה?",""
"990.0","string_7"," No ","לא_",""
"990.0","string_8","Yes","כן",""
"990.0","string_10","Restore a Game","טעינת משחק",""
"990.0","string_11","Save a Game","שמירת משחק",""
"990.0","string_14","OK","בסדר",""
"990.0","string_15","Cancel","ביטול",""
"990.0","string_19"," Cancel ","ביטול",""
"990.0","string_21","Change\nDirectory","שינוי תיקייה",""
"990.0","string_23"," Delete ","מחיקה_",""
"990.0","string_27","with:","עם:",""
"994.0","string_12","OK","בסדר",""
"994.0","string_13","Free Heap: %u Bytes\nLargest ptr: %u Bytes\nFreeHunk: %u KBytes\nLargest hunk: %u Bytes","",""
"994.0","string_19","SAVE GAME","שמור משחק",""
"994.0","string_20","GAME","משחק",""
"994.0","string_21","Cancel","בטל",""
"994.0","string_22","Change Directory","החלף תיקייה",""
"995.0","string_2","Roger is carrying:","רוג'ר נושא איתו:",""
"995.0","string_3","nothing!","כלום!",""
"995.0","string_4","Score: %d out of %d","ציון: %d מתוך %d",""
"996.0","string_1","Enter input","הזן קלט",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
"","","","",""
