file-noun-verb-condition-sequence-,file,noun,verb,condition,sequence,talker,padding,text,translation,comment_padding,comment_text
701.msg-4-32-4-1-,701.msg,4,32,4,1,19,00000001,"Wilco to Eureka, come in Eureka.","ווילקו ליוריקה, עבור יוריקה.",,
701.msg-4-32-4-2-,701.msg,4,32,4,2,22,00000001,"Eureka here, go ahead Captain.","יוריקה שומעת, דבר קפטן.",,
701.msg-4-32-4-3-,701.msg,4,32,4,3,19,00000001,"Give me a status report, Flo.","תני לי דיווח סטטוס, פלו.",,
701.msg-4-32-4-4-,701.msg,4,32,4,4,22,00000001,"Well, I just chipped a nail, I'm having this terrible algae problem in my hair, and I think the chia infection on my little toe is coming back...","ובכן, בדיוק שברתי ציפורן, יש לי בעיית אצות קשה בשיער, ואני חושבת שזיהום הדשא בזרת חוזר...",,
701.msg-4-32-4-5-,701.msg,4,32,4,5,19,00000001,"Never mind, Flo. Wilco out.","לא חשוב, פלו. ווילקו סוף.",,
701.msg-4-32-5-1-,701.msg,4,32,5,1,19,04200401,,,,
701.msg-4-32-5-2-,701.msg,4,32,5,2,22,00000001,"What do you want now, Captain?","מה אתה רוצה, קפטן?",,
701.msg-4-32-5-3-,701.msg,4,32,5,3,19,00000001,I want you to beam me out of here.,אני רוצה שתשגרי אותי החוצה מפה.,,
701.msg-4-32-5-4-,701.msg,4,32,5,4,22,00000001,"I don't know how to work that transporter thingy! Besides, Cliffy has the remote down on the planet. Get him to do it.","אני לא יודעת איך מפעילים את הדבר השיגורי הזה! וחוץ מזה, השלט נמצא אצל צוקי למטה על הכוכב. שכנע אותו שיעשה את זה.",,
701.msg-4-32-5-5-,701.msg,4,32,5,5,22,00000001,Eureka out.,יוריקה סוף.,,
701.msg-4-32-6-1-,701.msg,4,32,6,1,19,04200501,,,,
701.msg-4-32-6-2-,701.msg,4,32,6,2,22,00000001,This is the Eureka... What is it this time?,יוריקה שומעת... מה עכשיו?,,
701.msg-4-32-6-3-,701.msg,4,32,6,3,19,00000001,"Flo, I really need to get off this rock.","פלו, אני באמת צריך לרדת מהסלע הזה.",,
701.msg-4-32-6-4-,701.msg,4,32,6,4,22,00000001,"Like I said before, you'll have to get Cliffy to do it. Eureka out.","כפי שאמרתי קודם, תצטרך לגרום לצוקי לעשות את זה. יוריקה סוף.",,
730.msg-25-0-0-1-,730.msg,25,0,0,1,99,00000001,"As you dematerialize, you can't shake the feeling you've forgotten something of absolutely |f8|vital|f| importance.","ככל שאתה מנסה להתעלם מהמציאות, אתה לא יכול להתנער מהתחושה ששכחת משהו בעל חשיבות |f8|מכרעת|f|.",,
730.msg-1-24-1-1-,730.msg,1,24,1,1,23,00000001,"What is it, Cap'n?","מה קורה, קפטן?",,
730.msg-1-24-1-2-,730.msg,1,24,1,2,23,00000001,"Beam us aboard the Eureka, Cliffy.","שגר אותי ליוריקה, צוקי.",,
730.msg-1-24-1-3-,730.msg,1,24,1,3,23,00000001,Never mind.,לא חשוב.,,
730.msg-2-0-2-1-,730.msg,2,0,2,1,23,00000001,"Well, Captain, what do ya wanna do now?","ובכן, קפטן, מה אתה רוצה לעשות עכשיו?",,
730.msg-2-0-2-2-,730.msg,2,0,2,2,99,00000001,Beam back to the Eureka.,להשתגר חזרה ליוריקה.,,
730.msg-2-0-2-3-,730.msg,2,0,2,3,99,00000001,Spend more time exploring Genetix.,לבלות זמן נוסף בחקירת ג'נטיקס.,,
730.msg-3-1-0-1-,730.msg,3,1,0,1,99,00000001,The large manmade waterfall adds a moist touch to the artificially created surroundings.,המפל המלאכותי הגדול מוסיף מגע רטוב לסביבה המלאכותית.,,
730.msg-4-1-0-1-,730.msg,4,1,0,1,99,00000001,A quaint stone footbridge leads east.,גשר האבן המוזר פונה מזרחה.,,
730.msg-5-0-0-1-,730.msg,5,0,0,1,99,00000001,Oops. You've bungled this puzzle. Maybe you should have paid more attention to your surroundings while you were a fly. We'll reset the puzzle and give you another try.,אופס. פקששת את הפאזל. היית צריך להקדיש יותר תשומת לב לסובב אותך בזמן שהיית זבוב. אנו נאפס את הפאזל וניתן לך הזדמנות נוספת.,,
730.msg-6-0-0-1-,730.msg,6,0,0,1,99,00000001,Reset,איפוס,,
730.msg-7-0-0-1-,730.msg,7,0,0,1,99,00000001,Continue,המשך,,
730.msg-8-0-0-1-,730.msg,8,0,0,1,99,00000001,Reset Puzzle,אפס פאזל,,
730.msg-9-1-0-1-,730.msg,9,1,0,1,23,00000001,"It looks dangerous down there Captain, I volunteer to stand guard up here.","נראה מסוכן שם למטה קפטן, אני מתנדב לעמוד כאן על המשמר.",,
730.msg-10-0-0-1-,730.msg,10,0,0,1,23,00000001,"Here's your communicator, sir. WD40 gave it to me before she beamed up.","הנה מכשיר הקשר שלך, המפקד. WD40 נתנה לי אותו לפני שהשתגרה למעלה.",,
730.msg-11-1-0-1-,730.msg,11,1,0,1,99,00000001,"Distant stars twinkle placidly in the heavens, utterly oblivious to the ridiculous circumstances in which you currently find yourself.","כוכבים רחוקים מנצנצים בשלווה ברקיע, אדישים לחלוטין לנסיבות המגוחכות שאליהם התדרדרת ביודעין.",,
730.msg-12-1-0-1-,730.msg,12,1,0,1,99,00000001,Oh look! It's a cleverly concealed hidden doorway!,הי הבט! זוהי דלת סתרים חבויה בתחכום רב!,,
730.msg-13-0-0-1-,730.msg,13,0,0,1,24,00000001,"Perimeter secured, Captain Wilco.","המתחם מאובטח, קפטן ווילקו.",,
730.msg-13-0-0-2-,730.msg,13,0,0,2,24,00000001,"Here is your communicator, Sir. I located it during my scans of the area.","הנה מכשיר הקשר שלך, המפקד. מצאתי אותו במהלך הסריקות באזור.",,
730.msg-13-0-3-1-,730.msg,13,0,3,1,23,00000001,"Thanks, WD40.","תודה, WD40.",,
730.msg-13-0-3-2-,730.msg,13,0,3,2,24,00000001,"I believe I can be of the most help back on the ship. Please beam me aboard, Cliffy.","אני מאמינה שאביא יותר תועלת על הספינה. שגר אותי לשם, צוקי.",,
730.msg-14-0-4-1-,730.msg,14,0,4,1,23,00000001,"What did you find, Captain?","מה מצאת, קפטן?",,
730.msg-14-0-4-2-,730.msg,14,0,4,2,19,00000001,I've discovered that the pukoids have a critical weakness: They can't stand the cold.,גיליתי שלפיוקואידים יש חולשה קריטית: הם לא יכולים לסבול קור.,,
730.msg-14-0-4-3-,730.msg,14,0,4,3,19,00000001,Extremely low temperature temporarily halts the molecular action of the primordial soup that causes the mutations.,טמפרטורות נמוכות עד קיצוניות משהות באופן זמני את פעילותו המולקולרית של המרק הקדמוני הגורם למוטציה.,,
730.msg-14-0-4-4-,730.msg,14,0,4,4,23,00000001,Does it reverse the process?,האם זה הופך את התהליך?,,
730.msg-14-0-4-5-,730.msg,14,0,4,5,19,00000001,"I'm afraid not, but at least it's better than nothing.","אני חושש שלא, אבל לפחות זה עדיף מכלום.",,
730.msg-14-0-4-6-,730.msg,14,0,4,6,23,00000001,Did ya find anything else?,מצאת עוד משהו?,,
730.msg-14-0-4-7-,730.msg,14,0,4,7,19,00000001,I found a couple canisters of liquid nitrogen...,מצאתי כמה מיכלי חנקן נוזלי...,,
730.msg-14-0-4-8-,730.msg,14,0,4,8,23,00000001,Great! Give 'em here--maybe I can rig somethin' up to use against the pukoid critters.,מעולה! תן לי אותם--אולי אוכל לארגן משהו שישמש אותנו כנגד יצורי הפיוקואיד.,,
730.msg-14-0-4-9-,730.msg,14,0,4,9,19,00000001,"I sure hope so, Cliffy.","כולי תקווה, צוקי.",,
730.msg-14-0-4-10-,730.msg,14,0,4,10,23,00000001,"Well cap'n, I think we've done all we can here for now. Let's head back to the ship.","ובכן קפטן, אני חושב שעשינו מעל ומעבר לעת עתה. בוא נחזור לספינה.",,
730.msg-14-0-5-1-,730.msg,14,0,5,1,23,00000001,"Well Cap'n, ya find anything interesting down there?","ובכן קפטן, מצאת שם משהו מעניין למטה?",,
730.msg-14-0-5-2-,730.msg,14,0,5,2,19,00000001,I discovered a weakness of the pukoids. They're susceptible to extreme cold.,מצאתי את נקודת התורפה הפיוקואידית. הם רגישים לקור קיצוני.,,
730.msg-14-0-5-3-,730.msg,14,0,5,3,19,00000001,"At temperatures below minus 200 Celsius, the mutagenic properties of the primordial soup are temporarily halted.","כאשר הטמפרטורות צונחות מתחת למינוס 200 מעלות צלזיוס, התכונות המוטגניות של המרק הקדמוני מעוכבות זמנית.",,
730.msg-14-0-5-4-,730.msg,14,0,5,4,23,00000001,"So it's not a cure, then.","אז זו לא תרופה, אם כך.",,
730.msg-14-0-5-5-,730.msg,14,0,5,5,19,00000001,Unfortunately not. But at least it's a start.,לצערי לא. אבל לפחות זו התחלה.,,
730.msg-14-0-6-1-,730.msg,14,0,6,1,23,00000001,"Find anything new, Cap'n Wilco?","מצאת משהו חדש, קפטן ווילקו?",,
730.msg-14-0-6-2-,730.msg,14,0,6,2,19,00000001,Nope. Not this time.,לא. לא הפעם.,,
730.msg-14-0-6-3-,730.msg,14,0,6,3,23,00000001,"Hmm, I don't know sir... I kinda thought you mind find something...","הממ, אני לא יודע המפקד... משום מה חשבתי שתנסה למצוא משהו...",,
730.msg-14-0-7-1-,730.msg,14,0,7,1,23,00000001,"Did you discover anything neat while you were down there, Cap'n?","האם גילית משהו מגניב כשהיית שם למטה, קפטן?",,
730.msg-14-0-7-2-,730.msg,14,0,7,2,19,00000001,"I'm not sure, Cliffy. All I found were these bottles of liquid nitrogen.","אני לא בטוח, צוקי. מצאתי רק את בקבוקי החנקן הנוזלי האלה.",,
730.msg-14-0-7-3-,730.msg,14,0,7,3,23,00000001,"Let me have 'em sir, maybe they'll come in handy later.","תן לי אותם המפקד, אולי הם יביאו תועלת בהמשך.",,
730.msg-14-0-8-1-,730.msg,14,0,8,1,23,00000001,"Did you find out anything useful, Cap'n?","מצאת משהו מועיל, קפטן?",,
730.msg-14-0-8-2-,730.msg,14,0,8,2,19,00000001,"No. But then again, I really didn't look very hard.","לא. אבל מצד שני, לא ממש חיפשתי.",,
730.msg-15-0-0-1-,730.msg,15,0,0,1,23,00000001,"I'll beam us up now, Cap'n.","אשגר אותנו למעלה עכשיו, קפטן.",,
730.msg-16-35-0-1-,730.msg,16,35,0,1,99,00000001,That is not the correct configuration...,זו לא התצורה הנכונה...,,
730.msg-16-35-0-2-,730.msg,16,35,0,2,99,00000001,"Nope, that's still not it.","לא, זה עדיין לא זה.",,
730.msg-16-35-0-3-,730.msg,16,35,0,3,99,00000001,Try again.,נסה שנית.,,
730.msg-16-35-0-4-,730.msg,16,35,0,4,99,00000001,You haven't punched the correct holes in the business card.,לא ניקבת את החורים הנכונים בכרטיס הביקור.,,
730.msg-16-35-0-5-,730.msg,16,35,0,5,99,00000001,"Obviously you're having a bit of difficulty with this puzzle (snicker). Perhaps you should have paid attention more to your surroundings as a Fly. In any case, we're willing to give you the option to reset the lock card (i.e. wimp out) for less points. You also have the option to continue with the your present card if you think you can salvage the situation.",ברור שאתה מעט מתקשה בפאזל הזה (צחקוק). אולי כדאי שתקדיש יותר תשומת לב לסביבתך בתור זבוב. בכל מקרה אנחנו מוכנים להעניק לך את היכולת לאפס את כרטיס הנעילה (להלן השתפנות) תמורת פחות נקודות. יש לך גם אפשרות להמשיך עם הכרטיס הנוכחי שלך אם אתה חושב שזה מה שיציל את מצבך.,,
730.msg-16-43-0-1-,730.msg,16,43,0,1,99,00000000,The lock simply rejects your card.,המנעול פשוט דוחה את כרטיסך.,,
730.msg-16-1-9-1-,730.msg,16,1,9,1,23,00000001,"Looks like your typical keycard entry system. Basic nine beam, five bolt mechanism. You could easily phoney up a keycard if you only knew the right beam configuration to activate the lock bolts.","נראית כמו מערכת כניסה מקודדת טיפוסית. תשע אלומות בסיסיות, חמישה מנגנוני נעילה. יכולת לזייף בקלות כרטיס כניסה אילו רק היית יודע את תצורת האלומות הנכונה המפעילה את בריחי הנעילה.",,
730.msg-16-1-10-1-,730.msg,16,1,10,1,99,00000001,It looks like every other electronic card key lock you've ever seen.,נראה כמו כל קורא כרטיסים אלקטרוני אחר שראית מעודך.,,
730.msg-16-1-11-1-,730.msg,16,1,11,1,99,00000001,It looks like an electronic card key lock.,נראה כמו קורא כרטיסים מגנטי.,,
730.msg-16-30-12-1-,730.msg,16,30,12,1,23,00000001,"I don't think that's gonna cut it, Captain.","אני לא חושב שזה הולך לעבוד, קפטן.",,
730.msg-17-0-0-1-,730.msg,17,0,0,1,19,00000001,"Cliffy, it's just a hunch, but I think there's something wrong with the transporter.","צוקי, זו סתם תחושת בטן, אבל נדמה לי שמשהו לא בסדר עם המשגר.",,
730.msg-17-0-0-2-,730.msg,17,0,0,2,23,00000001,"Can you describe the problem, sir?","תוכל לתאר את הבעיה, המפקד?",,
730.msg-17-0-0-3-,730.msg,17,0,0,3,19,00000001,Will you look at me! I'm a fly!,תסתכל עלי! אני זבוב!,,
730.msg-17-0-0-4-,730.msg,17,0,0,4,23,00000001,You sure are! What happened to the rest of you?,לא יאומן! מה קרה לשאר הגוף שלך?,,
730.msg-17-0-0-5-,730.msg,17,0,0,5,19,00000001,"I think I, I mean he--uh, it, crawled in the trash bin out back.","אני חושב שאני, כלומר הוא--אה, זה, זחל אל פח האשפה מאחור.",,
730.msg-17-0-0-6-,730.msg,17,0,0,6,23,00000001,"Okay, I'm pretty sure I can fix you up... where's this dumpster?","בסדר, אני די בטוח שאני יכול לתקן אותך... איפה פח הזבל הזה?",,
730.msg-17-0-0-7-,730.msg,17,0,0,7,19,00000001,I think it's behind that large rock outcropping.,אני חושב שהוא מאחורי שן הסלע הזאת.,,
730.msg-17-0-0-8-,730.msg,17,0,0,8,23,00000001,"Lead the way, Captain...","קח אותי לשם, קפטן...",,
730.msg-17-0-13-1-,730.msg,17,0,13,1,23,00000001,"Ya know, if we had a card blank we might be able to jury-rig a fake key card.","אתה יודע, אם היה לנו כרטיס ריק יכולנו לאלתר כרטיס מגנטי מפוברק.",,
730.msg-17-0-13-2-,730.msg,17,0,13,2,23,00000001,"You probably got a really good look at the inside of that mechanism while you were a fly, didn't ya, Captain?","בטח בחנת לעומק את הבפנים של המנגנון בזמן שהיית זבוב, לא, קפטן?",,
730.msg-17-35-14-1-,730.msg,17,35,14,1,23,00000001,Now if we only had a way to make some holes in it.,עכשיו אם רק היתה לנו דרך לנקב בו כמה חורים.,,
730.msg-17-35-15-1-,730.msg,17,35,15,1,23,00000001,"Try it in the lock, sir.","נסה את זה במנעול, המפקד.",,
730.msg-17-24-0-1-,730.msg,17,24,0,1,99,00000001,Not now.,לא עכשיו.,,
730.msg-17-1-0-1-,730.msg,17,1,0,1,99,00000001,Cliffy's just standing around with a slightly puzzled look on his face.,צוקי פשוט עומד לו כשמבט נבוך שפוך על פניו.,,
730.msg-17-2-10-1-,730.msg,17,2,10,1,99,00000001,Get closer.,תתקרב.,,
730.msg-17-2-11-1-,730.msg,17,2,11,1,23,00000001,"We've got more important things to do than shooting the breeze right now, Cap'n.","יש לנו דברים יותר חשובים לעשות מלפטפט על דא ועל הא, קפטן.",,
